"","date","deathRate"
"1","1969-01-01",11.8114582183464
"2","1969-02-01",12.6219908913468
"3","1969-03-01",10.2378801565793
"4","1969-04-01",7.94157918758558
"5","1969-05-01",10.065127294257
"6","1969-06-01",8.5545960777984
"7","1969-07-01",8.17236255572065
"8","1969-08-01",7.54180007114906
"9","1969-09-01",8.83859243350405
"10","1969-10-01",11.7833274709814
"11","1969-11-01",14.9481391092129
"12","1969-12-01",19.4237617351894
"13","1970-01-01",13.6911281489595
"14","1970-02-01",15.0005597223777
"15","1970-03-01",10
"16","1970-04-01",9.50340072673064
"17","1970-05-01",7.97707558859975
"18","1970-06-01",8.58734333900665
"19","1970-07-01",8.57755539671194
"20","1970-08-01",8.64263700924561
"21","1970-09-01",9.45736434108527
"22","1970-10-01",15.2069137443909
"23","1970-11-01",15.8789814901813
"24","1970-12-01",17.6875814559672
"25","1971-01-01",13.0527956360803
"26","1971-02-01",10.5048147067406
"27","1971-03-01",9.02229548017698
"28","1971-04-01",9.5269114892924
"29","1971-05-01",11.5551630234783
"30","1971-06-01",11.3418652770327
"31","1971-07-01",8.09716599190283
"32","1971-08-01",9.19842312746386
"33","1971-09-01",9.83796296296296
"34","1971-10-01",10.9985073454317
"35","1971-11-01",16.3076654748408
"36","1971-12-01",13.2146947405515
"37","1972-01-01",14.7181338517079
"38","1972-02-01",13.5570724307926
"39","1972-03-01",9.21733505821475
"40","1972-04-01",9.54098114341522
"41","1972-05-01",11.4512063377746
"42","1972-06-01",11.0732538330494
"43","1972-07-01",8.15024805102764
"44","1972-08-01",7.42390497401633
"45","1972-09-01",7.86131828260431
"46","1972-10-01",12.5628140703518
"47","1972-11-01",13.7479541734861
"48","1972-12-01",16.4656964656965
"49","1973-01-01",12.3161135819364
"50","1973-02-01",13.1757061637036
"51","1973-03-01",7.93015642051655
"52","1973-04-01",9.10860798219997
"53","1973-05-01",10.4926690292544
"54","1973-06-01",8.97608514457909
"55","1973-07-01",9.08874896043721
"56","1973-08-01",8.10091424603634
"57","1973-09-01",10.2034349451803
"58","1973-10-01",12.0464649361824
"59","1973-11-01",11.9675616093221
"60","1973-12-01",13.0380596299492
"61","1974-01-01",9.72796143250689
"62","1974-02-01",9.25240562546262
"63","1974-03-01",8.29240801867804
"64","1974-04-01",7.5707460492466
"65","1974-05-01",8.37080594949844
"66","1974-06-01",8.9220320926826
"67","1974-07-01",8.49189120163453
"68","1974-08-01",7.70379217676918
"69","1974-09-01",9.78460284025277
"70","1974-10-01",11.1951148589706
"71","1974-11-01",12.4491261671056
"72","1974-12-01",12.9694462126034
"73","1975-01-01",10.8454084807538
"74","1975-02-01",8.29127613554434
"75","1975-03-01",9.25852654902271
"76","1975-04-01",7.29758795513904
"77","1975-05-01",6.39786737754082
"78","1975-06-01",7.0889399409255
"79","1975-07-01",6.94444444444444
"80","1975-08-01",6.27033422064478
